City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,arkadelphia,34.1209,-93.0538,3.92,32,0,4.63,US,1737576457
270,argo,37.6333,22.7333,9.78,78,96,2.06,GR,1737576458
271,sebastopol,44.6,33.5333,6.67,61,100,3.37,UA,1737576459
272,kishorganj,24.4333,90.7667,14.61,74,5,0.89,BD,1737576460
273,nkhotakota,-12.9274,34.2961,22.64,87,99,2.68,MW,1737576461
274,la dolorita,10.4883,-66.7861,26.91,52,0,1.34,VE,1737576463
275,grand falls-windsor,48.9332,-55.6649,-10.83,64,100,1.79,CA,1737576465
276,al burayqah,30.4062,19.5739,15.76,46,0,0.39,LY,1737576466
277,sajir,25.1825,44.5996,12.37,33,12,4.02,SA,1737576469
278,howrah,22.5892,88.3103,18.0,82,20,0.0,IN,1737576470
279,penzance,50.1186,-5.5371,5.42,73,10,6.11,GB,1737576471
280,auki,-8.7676,160.7034,25.64,88,100,1.94,SB,1737576472
281,chibuto,-24.6867,33.5306,23.7,91,4,4.42,MZ,1737576474
282,lompoc,34.6391,-120.4579,24.45,17,100,2.27,US,1737576475
283,kodinsk,58.6881,99.1844,-6.76,94,100,1.74,RU,1737576476
284,naha,26.2125,127.6811,18.95,60,74,5.14,JP,1737576477
285,taltal,-25.4,-70.4833,21.06,68,36,2.05,CL,1737576478
286,puerto lempira,15.2667,-83.7667,30.08,70,40,4.12,HN,1737576480
287,tibanbang,6.6315,126.1055,26.47,78,100,2.04,PH,1737576481
288,san luis de la loma,17.2706,-100.8939,28.35,55,0,2.99,MX,1737576482
289,zavitinsk,50.1167,129.45,-27.46,100,85,1.63,RU,1737576483
290,prince rupert,54.3161,-130.3201,6.83,86,100,16.46,CA,1737576303
291,lively,46.4334,-81.1498,-9.99,91,100,6.1,CA,1737576486
292,noumea,-22.2763,166.4572,27.22,99,100,1.68,NC,1737576487
293,kashgar,39.4547,75.9797,-2.94,46,0,0.7,CN,1737576488
294,tsetserleg,47.475,101.4542,-9.82,45,0,1.98,MN,1737576489
295,howard springs,-12.497,131.047,24.95,100,100,2.01,AU,1737576490
296,adilpur,27.937,69.3187,16.11,33,0,3.81,PK,1737576492
297,beyneu,45.3167,55.2,-9.79,67,5,5.08,KZ,1737576493
298,retreat,38.8245,-85.8533,-5.01,36,74,2.24,US,1737576494
299,verkhov'ye,52.8119,37.2425,-2.91,36,100,7.13,RU,1737576495
300,san angelo,31.4638,-100.437,12.56,20,0,3.09,US,1737576496
301,laguna,38.421,-121.4238,13.46,56,0,2.06,US,1737576498
302,egilsstadir,65.2653,-14.3948,-6.98,95,24,4.34,IS,1737576499
303,ebon,4.582,168.6964,26.95,80,17,6.43,MH,1737576501
304,sakchu-up,40.3894,125.0467,-5.12,63,0,1.7,KP,1737576502
305,aripuana,-9.1667,-60.6333,31.42,47,34,0.75,BR,1737576504
306,ulsteinvik,62.3432,5.8487,4.86,86,10,0.45,NO,1737576506
307,reconquista,-29.15,-59.65,37.5,18,98,2.6,AR,1737576507
308,vegreville,53.5001,-112.0518,-4.37,92,98,4.45,CA,1737576509
309,hadibu,12.65,54.0333,22.49,71,0,6.51,YE,1737576510
310,jiutai,44.1525,125.8328,-15.8,98,38,0.95,CN,1737576511
311,myitkyina,25.3833,97.4,14.9,77,5,1.5,MM,1737576512
312,belel,7.05,14.4333,21.13,24,73,2.22,CM,1737576513
313,myshkin,57.7897,38.4545,-3.96,73,100,6.62,RU,1737576515
314,severo-yeniseyskiy,60.3725,93.0408,-8.67,81,95,7.63,RU,1737576516
315,petropavlovsk-kamchatsky,53.0452,158.6483,-14.67,61,0,6.0,RU,1737576517
316,cidade velha,14.9167,-23.6167,21.87,68,11,5.61,CV,1737576518
317,taoudenni,22.6783,-3.9836,21.39,10,33,1.57,ML,1737576520
318,plainview,40.7765,-73.4673,-5.26,39,0,1.79,US,1737576521
319,nar'yan-mar,67.6713,53.087,-20.22,95,94,4.43,RU,1737576522
320,nagqu,31.5,92.0,-8.11,36,22,0.97,CN,1737576523
321,mancio lima,-7.6142,-72.8958,26.59,76,100,1.54,BR,1737576524
322,emmett,43.8735,-116.4993,2.18,35,3,1.95,US,1737576526
323,deder,9.3167,41.45,13.05,38,55,2.0,ET,1737576527
324,termoli,41.9888,14.9895,10.48,77,32,3.71,IT,1737576528
325,hecun,36.5333,114.1111,0.82,49,46,1.5,CN,1737576529
326,worland,44.0169,-107.9554,-1.73,57,100,5.66,US,1737576530
327,zeya,53.75,127.2667,-25.77,100,87,1.07,RU,1737576532
328,lihue,21.9789,-159.3672,20.77,78,100,3.6,US,1737576533
329,stephenville,32.2207,-98.2023,10.7,27,0,5.14,US,1737576534
330,sirte,31.2089,16.5887,16.45,34,3,2.61,LY,1737576535
331,natal,-5.795,-35.2094,28.36,74,40,6.17,BR,1737576536
332,taulaga,-11.0553,-171.0883,27.6,79,14,6.28,AS,1737576538
333,ayr,55.4627,-4.6339,3.61,95,75,1.03,GB,1737576540
334,waingapu,-9.6567,120.2641,25.15,90,100,0.48,ID,1737576541
335,novodvinsk,64.4165,40.8122,-11.14,94,100,4.48,RU,1737576543
336,papao,-17.75,-149.55,29.82,79,93,7.67,PF,1737576544
337,san ignacio,17.1561,-89.0714,22.08,88,100,2.06,BZ,1737576545
338,qamdo,31.1667,97.2333,-0.92,32,94,1.82,CN,1737576546
339,sarmiento,-45.5882,-69.07,24.01,18,100,11.56,AR,1737576547
340,huntsville,34.7304,-86.5861,1.33,35,2,1.34,US,1737576511
341,freetown,8.484,-13.2299,26.84,74,40,5.66,SL,1737576293
342,pocinhos,-7.0767,-36.0611,26.91,52,42,4.36,BR,1737576551
343,kolonia town,6.964,158.206,28.43,76,100,9.68,FM,1737576552
344,jalgaon,21.0167,75.5667,21.4,39,24,1.38,IN,1737576553
345,inhambane,-23.865,35.3833,25.77,88,44,6.07,MZ,1737576555
346,quatre cocos,-20.2078,57.7625,26.06,79,100,3.09,MU,1737576556
347,al jawf,29.5,38.75,11.18,31,91,5.34,SA,1737576557
348,ad dawadimi,24.5077,44.3924,11.64,36,14,5.24,SA,1737576559
349,west lafayette,40.4259,-86.9081,-3.77,46,100,4.63,US,1737576405
350,codrington,-38.2667,141.9667,11.94,78,100,3.34,AU,1737576562
351,al bawiti,28.3492,28.8659,14.41,73,0,2.9,EG,1737576563
352,saint-philippe,-21.3585,55.7679,26.09,83,21,3.61,RE,1737576564
353,katsuura,35.1333,140.3,10.93,57,100,4.14,JP,1737576565
354,east ballina,-28.8667,153.5833,24.69,76,97,5.77,AU,1737576567
355,kralendijk,12.15,-68.2667,28.99,70,40,8.75,BQ,1737576568
356,ahiri,19.4,80.0167,17.7,36,5,1.22,IN,1737576569
357,babana,10.4295,3.815,29.83,12,0,1.59,NG,1737576570
358,bantay,17.5847,120.3892,23.78,80,2,2.13,PH,1737576571
359,kruisfontein,-34.0033,24.7314,21.54,88,2,3.08,ZA,1737576572
360,dabhol,17.6,73.1667,22.02,67,0,2.99,IN,1737576574
361,sturgeon bay,44.8342,-87.377,-8.8,73,100,6.17,US,1737576575
362,conde,-7.2597,-34.9075,28.7,65,20,4.63,BR,1737576576
363,saint-francois,46.4154,3.9054,13.69,69,100,7.2,FR,1737576577
364,banamba,13.55,-7.45,25.32,15,0,3.2,ML,1737576579
365,minas de marcona,-15.2119,-75.1103,21.89,59,55,7.24,PE,1737576580
366,roosevelt,33.9668,-103.4505,6.06,20,0,3.76,US,1737576581
367,coyhaique,-45.5752,-72.0662,12.74,80,100,2.86,CL,1737576582
368,kitimat,54.0524,-128.6534,1.06,30,100,1.57,CA,1737576584
369,pontianak,-0.0333,109.3333,24.99,100,100,1.54,ID,1737576585
370,nsanje,-16.92,35.262,22.84,97,100,1.51,MW,1737576586
371,tosontsengel,48.7567,98.2839,-22.13,91,4,1.55,MN,1737576587
372,susuman,62.7833,148.1667,-44.66,100,89,0.25,RU,1737576588
373,ierapetra,35.01,25.7353,12.86,82,99,1.79,GR,1737576590
374,hobyo,5.3505,48.5268,24.59,81,100,9.07,SO,1737576591
375,chibougamau,49.9168,-74.3659,-16.42,82,36,4.4,CA,1737576592
376,choibalsan,48.0667,114.5,-13.57,80,0,0.46,MN,1737576593
377,nantucket,41.2835,-70.0995,-3.94,54,40,7.2,US,1737576594
378,bomdila,27.25,92.4,1.29,90,64,1.46,IN,1737576596
379,kinablangan,7.6947,126.5503,23.49,87,100,1.66,PH,1737576597
380,st. john's,47.5649,-52.7093,-8.35,75,100,1.79,CA,1737576598
381,rizhao,35.4275,119.4553,2.89,91,0,3.44,CN,1737576599
382,camana,-16.6228,-72.7111,23.29,75,81,3.36,PE,1737576600
383,gulf shores,30.246,-87.7008,2.23,63,4,0.45,US,1737576447
384,polyarnyy,69.1989,33.4478,-11.78,93,95,4.56,RU,1737576603
385,ironwood,46.4547,-90.171,-9.55,79,100,5.66,US,1737576604
386,manggar,-2.8833,108.2667,24.72,90,100,3.59,ID,1737576605
387,riverton,40.5219,-111.9391,1.93,38,0,7.2,US,1737576609
388,gardelegen,52.5252,11.3952,1.86,77,100,3.84,DE,1737576610
389,nyurba,63.2842,118.3319,-6.35,94,98,4.01,RU,1737576611
390,vila franca do campo,37.7167,-25.4333,14.23,73,65,2.41,PT,1737576613
391,prince george,53.9166,-122.753,-4.28,98,100,1.66,CA,1737576614
392,ambon,-3.6954,128.1814,29.02,100,40,1.54,ID,1737576615
393,omdurman,15.6445,32.4777,26.66,17,5,7.36,SD,1737576616
394,timbuktu,16.7735,-3.0074,26.2,9,0,4.01,ML,1737576617
395,uzgen,40.7699,73.3007,-0.65,95,100,1.89,KG,1737576619
396,mansfield,53.1333,-1.2,3.79,92,57,0.89,GB,1737576620
397,save,8.0425,2.486,32.95,19,7,1.65,BJ,1737576621
398,tual,-5.6667,132.75,27.93,73,100,1.01,ID,1737576622
399,ardestan,33.3761,52.3694,5.25,42,13,1.25,IR,1737576623
400,babayevo,59.3936,35.9371,-4.24,95,100,4.18,RU,1737576624
401,yonan-up,37.9089,126.1611,-1.02,52,3,2.27,KP,1737576626
402,dudinka,69.4058,86.1778,-32.71,85,5,8.07,RU,1737576627
403,dalandzadgad,43.5708,104.425,-2.36,25,100,1.18,MN,1737576628
404,nanuque,-17.8392,-40.3539,32.6,51,4,4.0,BR,1737576629
405,sen monorom,12.45,107.2,17.16,85,100,1.15,KH,1737576630
406,alcains,39.9164,-7.4566,11.26,98,100,1.13,PT,1737576632
407,corowa,-36.0333,146.3833,17.53,59,65,2.65,AU,1737576633
408,pitimbu,-7.4706,-34.8086,28.17,60,56,4.79,BR,1737576634
409,sandnessjoen,66.0217,12.6316,-5.88,73,20,2.57,NO,1737576635
410,nieuw nickerie,5.95,-56.9833,26.94,72,33,4.92,SR,1737576636
411,tejupilco de hidalgo,18.9,-100.15,25.84,32,0,2.63,MX,1737576579
412,keokuk,40.3973,-91.3849,-0.82,40,20,6.69,US,1737576639
413,ancud,-41.8697,-73.8203,13.39,92,100,7.77,CL,1737576640
414,parres,43.35,-5.15,11.36,99,100,2.3,ES,1737576641
415,santa marta,11.2408,-74.199,34.03,57,20,6.17,CO,1737576643
416,neelankarai,12.9455,80.2575,24.5,90,40,1.03,IN,1737576644
417,mandalgovi,45.7625,106.2708,-9.04,49,10,1.53,MN,1737576645
418,lodwar,3.1191,35.5973,29.16,33,13,3.23,KE,1737576646
419,ghormach,35.7306,63.7826,3.04,73,73,3.6,AF,1737576647
420,muroto-misakicho,33.2833,134.15,13.24,55,100,4.21,JP,1737576649
421,gizo,-8.103,156.8419,28.65,74,100,4.45,SB,1737576651
422,vadso,70.0744,29.7487,-10.91,79,75,3.09,NO,1737576652
423,keningau,5.3378,116.1602,21.73,100,100,0.7,MY,1737576654
424,prado,-17.3411,-39.2208,27.44,79,0,5.34,BR,1737576655
425,jijiga,9.35,42.8,15.34,43,42,3.17,ET,1737576656
426,okha,53.5739,142.9478,-18.8,94,9,4.42,RU,1737576657
427,uliastay,47.7417,96.8444,-14.26,66,4,3.95,MN,1737576658
428,vernon,50.2581,-119.2691,-2.82,77,38,0.89,CA,1737576627
429,namsos,64.4662,11.4957,-8.05,86,0,4.63,NO,1737576661
430,estes park,40.3772,-105.5217,-6.68,51,100,5.81,US,1737576662
431,trinidad,-14.8333,-64.9,22.36,97,100,2.5,BO,1737576663
432,mata-utu,-13.2816,-176.1745,28.39,78,74,7.49,WF,1737576664
433,slave lake,55.2834,-114.769,-3.99,82,17,2.47,CA,1737576666
434,darnah,32.767,22.6367,14.76,74,0,4.53,LY,1737576667
435,marang,5.2056,103.2059,24.96,84,100,1.97,MY,1737576668
436,saynshand,44.8824,110.1163,-8.54,66,4,2.42,MN,1737576669
437,mochudi,-24.4167,26.15,23.7,37,0,1.93,BW,1737576670
438,moses lake,47.1301,-119.2781,1.38,60,0,2.06,US,1737576672
439,turpan,42.9333,89.1667,-2.56,47,88,0.37,CN,1737576673
440,westport,41.1415,-73.3579,-5.45,35,0,3.6,US,1737576674
441,malango,-2.9627,119.9001,19.67,99,100,0.27,ID,1737576675
442,aginskoye,51.1,114.53,-25.41,100,90,0.74,RU,1737576676
443,kuytun,54.3419,101.5036,-9.37,87,56,5.57,RU,1737576679
444,alexandria,31.2156,29.9553,16.6,65,3,4.32,EG,1737576680
445,heroica caborca,30.7167,-112.15,19.76,6,100,4.21,MX,1737576681
446,archangelos,36.2149,28.1149,10.99,81,1,3.1,GR,1737576682
447,saarijarvi,62.7049,25.254,-6.7,98,100,0.4,FI,1737576684
448,betio village,1.358,172.9211,27.02,77,42,8.07,KI,1737576685
449,bulungu,-4.55,18.6,24.67,70,62,0.19,CD,1737576686
450,yaren,-0.5472,166.916,27.12,71,24,7.1,NR,1737576687
451,castillos,-34.1667,-53.8333,27.77,51,34,4.36,UY,1737576690
452,reggane,26.7158,0.1714,19.34,13,44,2.76,DZ,1737576691
453,brisas de zicatela,15.8369,-97.0419,29.29,70,20,3.09,MX,1737576692
454,vila velha,-20.3297,-40.2925,28.86,81,1,4.02,BR,1737576693
455,fada,7.25,4.0667,26.31,76,3,2.08,NG,1737576695
456,monster,52.0258,4.175,4.43,97,75,2.06,NL,1737576696
457,sao vicente,-23.9631,-46.3919,31.08,26,96,2.24,BR,1737576697
458,melfort,52.8667,-104.6177,-12.93,78,100,3.09,CA,1737576700
459,beau vallon,-20.4189,57.6953,26.13,89,40,4.63,MU,1737576701
460,kasongo-lunda,-6.4667,16.8167,21.71,90,21,0.7,CD,1737576702
461,dublyany,49.9041,24.0864,1.33,98,100,1.4,UA,1737576703
462,andergrove,-21.0833,149.1833,26.28,86,92,3.69,AU,1737576705
463,port lincoln,-34.7333,135.8667,16.48,73,100,3.25,AU,1737576706
464,dauphin,51.1494,-100.0502,-16.92,78,0,2.06,CA,1737576707
465,leninsk,48.7119,45.1994,-5.11,41,99,6.95,RU,1737576709
466,praia da vitoria,38.7333,-27.0667,12.68,68,87,1.81,PT,1737576710
467,mastic beach,40.7668,-72.8521,-5.55,47,0,2.06,US,1737576713
468,al majaridah,19.1236,41.9111,24.05,81,19,1.26,SA,1737576714
469,panorama,40.5878,23.0315,7.43,85,34,0.45,GR,1737576715
470,tofol,5.3248,163.0078,27.1,82,100,8.92,FM,1737576716
471,jayapura,-2.5333,140.7,24.66,95,100,2.31,ID,1737576717
472,zarghun shahr,32.8473,68.4457,-6.76,71,1,3.74,AF,1737576719
473,xai-xai,-25.0519,33.6442,25.03,89,4,5.82,MZ,1737576721
474,kourou,5.1552,-52.6478,25.31,90,100,3.67,GF,1737576722
475,barrie,44.4001,-79.6663,-12.49,63,100,4.92,CA,1737576578
476,kill devil hills,36.0307,-75.676,-1.68,71,100,9.26,US,1737576725
477,vilyuysk,63.7553,121.6247,-5.73,97,100,2.06,RU,1737576726
478,levuka,50.1834,-105.4011,-10.15,85,100,6.17,CA,1737576727
479,beichengqu,40.4394,113.1536,-6.47,62,0,0.38,CN,1737576730
480,ponta delgada,37.7333,-25.6667,14.4,67,75,3.09,PT,1737576731
481,el jadid,33.2549,-8.506,17.02,83,84,7.44,MA,1737576732
482,patterson,37.4716,-121.1297,14.41,45,0,3.5,US,1737576733
483,nuuk,64.1835,-51.7216,-6.66,73,75,3.09,GL,1737576734
484,sinazongwe,-17.2614,27.4618,22.78,85,100,2.29,ZM,1737576736
485,aldan,58.6031,125.3894,-17.05,85,99,2.92,RU,1737576737
486,mejit,10.2753,170.8646,26.41,73,7,10.28,MH,1737576738
487,arenapolis,-14.4503,-56.8461,28.79,66,53,1.03,BR,1737576739
488,sabang,5.8933,95.3214,26.76,81,100,4.31,ID,1737576741
489,talara,-4.5772,-81.2719,28.42,54,0,4.63,PE,1737576742
490,vryburg,-26.9566,24.7284,24.07,45,51,4.02,ZA,1737576743
491,quinzano d'oglio,45.3109,10.0086,6.78,98,100,0.6,IT,1737576746
492,ouadda,8.0777,22.4007,24.11,19,12,2.55,CF,1737576747
493,guozhen,34.3659,107.359,6.56,48,99,1.72,CN,1737576748
494,fort bragg,35.139,-79.006,-0.66,49,13,1.34,US,1737576749
495,yantarnyy,54.8717,19.9381,1.96,85,100,3.4,RU,1737576751
496,sao paulo de olivenca,-3.3783,-68.8725,29.62,63,99,0.62,BR,1737576752
497,filey,54.21,-0.2892,3.77,19,59,0.89,GB,1737576753
498,dombarovskiy,50.7587,59.5386,-26.95,98,5,2.27,RU,1737576755
499,sullivan,36.5168,-82.5332,-1.63,39,0,0.0,US,1737576756
500,boden,65.8252,21.6886,-11.96,96,100,1.54,SE,1737576757
501,la passe,45.5549,-0.8967,10.98,94,100,6.91,FR,1737576758
502,ati,13.2154,18.3353,25.56,13,0,5.29,TD,1737576759
503,port douglas,-16.4833,145.4667,26.9,83,87,1.51,AU,1737576761
504,garoowe,8.4054,48.4845,20.9,54,3,5.89,SO,1737576762
505,warrnambool,-38.3833,142.4833,13.35,73,100,4.27,AU,1737576763
506,tazacorte,28.629,-17.9293,16.54,81,20,3.13,ES,1737576764
507,newman,37.3138,-121.0208,14.47,45,0,1.79,US,1737576765
508,curuzu cuatia,-29.7917,-58.0546,37.86,15,98,2.31,AR,1737576768
509,naze,28.3667,129.4833,15.84,66,85,3.3,JP,1737576769
510,saint-pierre,-21.3393,55.4781,25.82,69,0,1.54,RE,1737576770
511,labasa,-16.4167,179.3833,27.54,83,39,1.86,FJ,1737576771
512,port saint john's,-31.6229,29.5448,23.87,88,99,8.19,ZA,1737576774
513,fayroz koh,34.5195,65.2509,-17.94,100,100,1.74,AF,1737576775
514,trincomalee,8.5711,81.2335,26.48,81,30,6.71,LK,1737576776
515,sitka,57.0531,-135.33,5.94,87,100,4.63,US,1737576778
516,tamandare,-8.7597,-35.1047,27.58,67,36,3.82,BR,1737576779
517,barra do bugres,-15.0725,-57.1811,29.97,62,67,1.8,BR,1737576780
518,alofi,-19.0595,-169.9187,28.94,84,40,2.57,NU,1737576781
519,el calafate,-50.3408,-72.2768,17.93,52,100,4.49,AR,1737576782
520,aytos,42.7,27.25,5.68,85,25,1.87,BG,1737576784
521,at taraf,25.3628,49.725,12.3,68,6,2.55,SA,1737576785
522,gunjur,13.2019,-16.7339,22.04,37,0,3.6,GM,1737576786
523,lubuklinggau,-3.3,102.8667,21.85,99,100,0.24,ID,1737576787
524,buka,40.8108,69.1986,-1.98,75,100,5.72,UZ,1737576788
525,nyagan,62.1406,65.3936,-34.93,98,6,2.0,RU,1737576790
526,buala,-8.145,159.5921,27.5,81,100,2.34,SB,1737576791
527,mirnyy,62.5353,113.9611,-8.08,93,98,3.53,RU,1737576792
528,niafunke,15.9322,-3.9906,26.96,9,0,2.74,ML,1737576793
529,kailua-kona,19.6406,-155.9956,26.42,53,75,3.09,US,1737576794
530,san juan de miraflores,-12.1629,-76.9635,23.29,75,65,4.4,PE,1737576796
531,kharan,28.5833,65.4167,10.31,51,0,6.51,PK,1737576797
532,perelyub,51.8667,50.3667,-23.3,91,7,2.34,RU,1737576798
533,portland,45.5234,-122.6762,7.57,70,75,1.79,US,1737576742
534,lakatoro,-16.0999,167.4164,28.62,78,49,2.04,VU,1737576801
535,fortuna,40.5982,-124.1573,14.43,66,0,1.54,US,1737576802
536,olyokminsk,60.3736,120.4264,-17.27,96,100,1.69,RU,1737576803
537,zalingei,12.9096,23.4741,23.25,17,9,3.57,SD,1737576804
538,mitsamiouli,-11.3847,43.2844,26.97,85,100,6.31,KM,1737576806
539,isangel,-19.55,169.2667,28.18,78,100,2.4,VU,1737576807
540,judenburg,47.1667,14.6667,-2.6,86,20,1.03,AT,1737576808
